2.021	rLTE	0.013222	4
2.021	rLTE	0.013122	4
2.021	rLTE	0.013022	4
2.022	rLTE	0.014222	15
2.022	rLTE	0.014122	15
2.022	rLTE	0.014022	15
2.022	rLTE	0.013922	15
2.022	rLTE	0.013822	15
2.022	rLTE	0.013722	15
2.022	rLTE	0.013622	15
2.022	rLTE	0.013522	15
2.022	rLTE	0.013422	15
2.023	rLTE	0.015222	26
2.023	rLTE	0.015122	26
2.023	rLTE	0.015022	26
2.023	rLTE	0.014922	26
2.023	rLTE	0.014822	26
2.023	rLTE	0.014722	26
2.023	rLTE	0.014622	26
2.023	rLTE	0.014522	26
2.023	rLTE	0.014422	26
2.024	rLTE	0.016222	9
2.024	rLTE	0.016122	9
2.024	rLTE	0.016022	9
2.024	rLTE	0.015922	9
2.024	rLTE	0.015822	9
2.024	rLTE	0.015722	9
2.024	rLTE	0.015622	9
2.025	rLTE	0.017222	19
2.025	rLTE	0.017122	19
2.025	rLTE	0.017022	19
2.025	rLTE	0.016922	19
2.025	rLTE	0.016822	19
2.025	rLTE	0.016722	19
2.025	rLTE	0.016622	19
2.026	rLTE	0.018222	12
2.026	rLTE	0.018122	12
2.026	rLTE	0.018022	12
2.027	rLTE	0.019222	0
2.027	rLTE	0.019122	0
2.027	rLTE	0.019022	0
2.028	rLTE	0.020222	14
2.028	rLTE	0.020122	14
2.028	rLTE	0.020022	14
2.029	rLTE	0.021222	10
2.029	rLTE	0.021122	10
2.029	rLTE	0.021022	10
2.03	rLTE	0.022222	13
2.031	rLTE	0.022922	4
2.031	rLTE	0.022822	4
2.031	rLTE	0.022722	4
2.031	rLTE	0.022622	4
2.031	rLTE	0.022522	4
2.031	rLTE	0.022422	4
2.031	rLTE	0.022322	4
2.032	rLTE	0.023322	15
2.033	rLTE	0.024322	26
2.034	rLTE	0.025522	9
2.034	rLTE	0.025422	9
2.034	rLTE	0.025322	9
2.035	rLTE	0.026522	19
2.035	rLTE	0.026422	19
2.035	rLTE	0.026322	19
2.036	rLTE	0.027922	12
2.036	rLTE	0.027822	12
2.036	rLTE	0.027722	12
2.037	rLTE	0.028922	0
2.037	rLTE	0.028822	0
2.037	rLTE	0.028722	0
2.038	rLTE	0.029922	14
2.038	rLTE	0.029822	14
2.038	rLTE	0.029722	14
2.039	rLTE	0.030922	10
2.039	rLTE	0.030822	10
2.039	rLTE	0.030722	10
2.04	rLTE	0.032122	13
2.04	rLTE	0.032022	13
2.041	rLTE	0.032622	12
2.041	rLTE	0.032522	12
2.041	rLTE	0.032422	12
2.042	rLTE	0.033622	0
2.042	rLTE	0.033522	0
2.042	rLTE	0.033422	0
2.043	rLTE	0.034622	14
2.043	rLTE	0.034522	14
2.043	rLTE	0.034422	14
2.044	rLTE	0.035622	10
2.044	rLTE	0.035522	10
2.044	rLTE	0.035422	10
2.045	rLTE	0.036922	13
2.045	rLTE	0.036822	13
2.046	rLTE	0.037322	12
2.047	rLTE	0.038322	0
2.048	rLTE	0.039322	14
2.049	rLTE	0.040322	10
2.05	rLTE	0.041722	13
2.051	rLTE	0.042622	13
2.051	rLTE	0.042522	13
2.052	rLTE	0.043422	13
2.052	rLTE	0.043322	13
2.06338	rUAV	0.0556019	24
2.06601	rUAV	0.0581364	24
2.0689	rUAV	0.0609226	24
2.07562	rUAV	0.0678395	28
2.08054	rUAV	0.0726586	28
2.08249	rUAV	0.0745151	28
2.08482	rUAV	0.0770389	25
2.0882	rUAV	0.0804202	3
2.09014	rUAV	0.0822596	25
2.09228	rUAV	0.0842995	25
2.09933	rUAV	0.0914507	3
2.10315	rUAV	0.0951761	3
2.10494	rUAV	0.0971645	27
2.11057	rUAV	0.102797	17
2.1124	rUAV	0.104524	17
2.11422	rUAV	0.106239	17
2.11608	rUAV	0.108205	27
2.11791	rUAV	0.109933	27
2.28048	rSAT	0.272707	13
2.28248	rSAT	0.274707	17
2.28348	rSAT	0.275707	19
3.016	rLTE	0.013628	4
3.016	rLTE	0.013528	4
3.016	rLTE	0.013428	4
3.016	rLTE	0.013328	4
3.016	rLTE	0.013228	4
3.016	rLTE	0.013128	4
3.016	rLTE	0.013028	4
3.017	rLTE	0.014628	15
3.017	rLTE	0.014528	15
3.017	rLTE	0.014428	15
3.017	rLTE	0.014328	15
3.017	rLTE	0.014228	15
3.017	rLTE	0.014128	15
3.017	rLTE	0.014028	15
3.017	rLTE	0.013928	15
3.017	rLTE	0.013828	15
3.018	rLTE	0.015628	26
3.018	rLTE	0.015528	26
3.018	rLTE	0.015428	26
3.018	rLTE	0.015328	26
3.018	rLTE	0.015228	26
3.018	rLTE	0.015128	26
3.018	rLTE	0.015028	26
3.018	rLTE	0.014928	26
3.018	rLTE	0.014828	26
3.019	rLTE	0.016628	9
3.019	rLTE	0.016528	9
3.019	rLTE	0.016428	9
3.019	rLTE	0.016328	9
3.019	rLTE	0.016228	9
3.019	rLTE	0.016128	9
3.019	rLTE	0.016028	9
3.02	rLTE	0.017628	19
3.02	rLTE	0.017528	19
3.02	rLTE	0.017428	19
3.02	rLTE	0.017328	19
3.02	rLTE	0.017228	19
3.02	rLTE	0.017128	19
3.02	rLTE	0.017028	19
3.021	rLTE	0.018628	12
3.021	rLTE	0.018528	12
3.021	rLTE	0.018428	12
3.022	rLTE	0.019628	0
3.022	rLTE	0.019528	0
3.022	rLTE	0.019428	0
3.023	rLTE	0.020628	14
3.023	rLTE	0.020528	14
3.023	rLTE	0.020428	14
3.024	rLTE	0.021628	10
3.024	rLTE	0.021528	10
3.024	rLTE	0.021428	10
3.025	rLTE	0.022628	13
3.026	rLTE	0.022928	4
3.026	rLTE	0.022828	4
3.026	rLTE	0.022728	4
3.027	rLTE	0.023728	15
3.028	rLTE	0.024728	26
3.029	rLTE	0.025928	9
3.029	rLTE	0.025828	9
3.029	rLTE	0.025728	9
3.03	rLTE	0.026928	19
3.03	rLTE	0.026828	19
3.03	rLTE	0.026728	19
3.031	rLTE	0.028328	12
3.031	rLTE	0.028228	12
3.031	rLTE	0.028128	12
3.032	rLTE	0.029328	0
3.032	rLTE	0.029228	0
3.032	rLTE	0.029128	0
3.033	rLTE	0.030328	14
3.033	rLTE	0.030228	14
3.033	rLTE	0.030128	14
3.034	rLTE	0.031328	10
3.034	rLTE	0.031228	10
3.034	rLTE	0.031128	10
3.035	rLTE	0.032528	13
3.035	rLTE	0.032428	13
3.036	rLTE	0.033028	12
3.036	rLTE	0.032928	12
3.036	rLTE	0.032828	12
3.037	rLTE	0.034028	0
3.037	rLTE	0.033928	0
3.037	rLTE	0.033828	0
3.038	rLTE	0.035028	14
3.038	rLTE	0.034928	14
3.038	rLTE	0.034828	14
3.039	rLTE	0.036028	10
3.039	rLTE	0.035928	10
3.039	rLTE	0.035828	10
3.04	rLTE	0.037328	13
3.04	rLTE	0.037228	13
3.041	rLTE	0.037728	12
3.042	rLTE	0.038728	0
3.043	rLTE	0.039728	14
3.044	rLTE	0.040728	10
3.045	rLTE	0.042128	13
3.046	rLTE	0.043028	13
3.046	rLTE	0.042928	13
3.047	rLTE	0.043828	13
3.047	rLTE	0.043728	13
3.05573	rUAV	0.0533539	3
3.0575	rUAV	0.0551293	17
3.06092	rUAV	0.0585498	24
3.06268	rUAV	0.0603116	25
3.06441	rUAV	0.0619346	3
3.06615	rUAV	0.0637735	28
3.06954	rUAV	0.0670684	17
3.07131	rUAV	0.0688333	25
3.07305	rUAV	0.0705827	28
3.07475	rUAV	0.0722797	24
3.07649	rUAV	0.0739156	25
3.07989	rUAV	0.0773229	3
3.08337	rUAV	0.0807977	17
3.08505	rUAV	0.0824822	24
3.08691	rUAV	0.0842356	3
3.09226	rUAV	0.0896879	28
3.094	rUAV	0.0913238	17
3.09575	rUAV	0.0930758	25
3.09748	rUAV	0.0948121	28
3.09917	rUAV	0.0964961	24
3.10086	rUAV	0.098093	25
3.10265	rUAV	0.0998813	28
3.10438	rUAV	0.101604	3
3.10894	rUAV	0.106168	17
3.11258	rUAV	0.109809	24
3.11567	rUAV	1.10789	29
3.11765	rUAV	1.10978	29
3.11948	rUAV	1.1115	29
3.12263	rUAV	1.11485	11
3.12615	rUAV	1.11827	11
3.12994	rUAV	1.12196	11
3.17502	rUAV	0.172652	27
3.20918	rUAV	0.206711	27
3.22724	rUAV	0.224665	27
3.26383	rUAV	0.261153	27
3.26709	rSAT	0.26472	13
3.26709	rSAT	0.264722	17
3.2671	rSAT	0.264724	19
3.26741	rSAT	0.264939	13
3.26773	rSAT	0.265259	17
3.26773	rSAT	0.265261	19
3.26805	rSAT	0.265478	13
3.26805	rSAT	0.26548	17
3.26805	rSAT	0.265482	19
3.26869	rSAT	0.266017	13
3.26869	rSAT	0.266019	17
3.26869	rSAT	0.266022	19
3.26901	rSAT	0.266237	13
3.26901	rSAT	0.266239	17
3.26933	rSAT	0.266556	19
3.26941	rSAT	0.267042	31
3.26942	rSAT	0.266944	31
3.26942	rSAT	0.266846	31
3.26965	rSAT	0.266776	13
3.26965	rSAT	0.266778	17
3.26965	rSAT	0.26678	19
3.26997	rSAT	0.267095	31
3.26997	rSAT	0.266997	13
3.27029	rSAT	0.267315	17
3.27029	rSAT	0.267317	19
3.27029	rSAT	0.267319	31
3.27061	rSAT	0.267534	13
3.27061	rSAT	0.267537	17
3.27061	rSAT	0.267539	19
3.27093	rSAT	0.267854	31
3.27125	rSAT	0.268073	13
3.27125	rSAT	0.268076	17
3.27125	rSAT	0.268078	19
3.27156	rSAT	0.268393	31
3.27157	rSAT	0.268295	13
3.27157	rSAT	0.268297	17
3.27188	rSAT	0.268613	19
3.27189	rSAT	0.268615	31
3.27541	rSAT	0.273042	27
3.27542	rSAT	0.272944	27
3.27542	rSAT	0.272846	27
3.27542	rSAT	0.273048	32
3.27542	rSAT	0.27295	32
3.27542	rSAT	0.272852	32
3.28843	rUAV	0.285654	23
3.29659	rUAV	0.293818	27
3.2996	rUAV	1.29182	7
3.30139	rUAV	1.29351	7
3.30312	rUAV	1.29515	7
3.3049	rUAV	1.29712	18
3.30873	rUAV	1.30086	18
3.3106	rUAV	1.30262	18
4.016	rLTE	0.013532	22
4.016	rLTE	0.013432	22
4.016	rLTE	0.013332	22
4.017	rLTE	0.014532	4
4.017	rLTE	0.014432	4
4.017	rLTE	0.014332	4
4.017	rLTE	0.014232	4
4.017	rLTE	0.014132	4
4.017	rLTE	0.014032	4
4.017	rLTE	0.013932	4
4.017	rLTE	0.013832	4
4.017	rLTE	0.013732	4
4.017	rLTE	0.013632	4
4.018	rLTE	0.015532	15
4.018	rLTE	0.015432	15
4.018	rLTE	0.015332	15
4.018	rLTE	0.015232	15
4.018	rLTE	0.015132	15
4.018	rLTE	0.015032	15
4.018	rLTE	0.014932	15
4.018	rLTE	0.014832	15
4.018	rLTE	0.014732	15
4.019	rLTE	0.016532	26
4.019	rLTE	0.016432	26
4.019	rLTE	0.016332	26
4.019	rLTE	0.016232	26
4.019	rLTE	0.016132	26
4.019	rLTE	0.016032	26
4.019	rLTE	0.015932	26
4.019	rLTE	0.015832	26
4.019	rLTE	0.015732	26
4.02	rLTE	0.017532	9
4.02	rLTE	0.017432	9
4.02	rLTE	0.017332	9
4.02	rLTE	0.017232	9
4.02	rLTE	0.017132	9
4.02	rLTE	0.017032	9
4.02	rLTE	0.016932	9
4.021	rLTE	0.018532	19
4.021	rLTE	0.018432	19
4.021	rLTE	0.018332	19
4.021	rLTE	0.018232	19
4.021	rLTE	0.018132	19
4.021	rLTE	0.018032	19
4.021	rLTE	0.017932	19
4.022	rLTE	0.019532	10
4.022	rLTE	0.019432	10
4.022	rLTE	0.019332	10
4.023	rLTE	0.020532	12
4.023	rLTE	0.020432	12
4.023	rLTE	0.020332	12
4.024	rLTE	0.021532	0
4.024	rLTE	0.021432	0
4.024	rLTE	0.021332	0
4.025	rLTE	0.022532	14
4.025	rLTE	0.022432	14
4.025	rLTE	0.022332	14
4.026	rLTE	0.023532	13
4.027	rLTE	0.023632	15
4.028	rLTE	0.024632	26
4.029	rLTE	0.026232	22
4.029	rLTE	0.026132	22
4.029	rLTE	0.026032	22
4.03	rLTE	0.026832	9
